Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Numais,https://www.crunchbase.com/organization/numais,"Biotechnology, Test and Measurement","Seongdong, Kyonggi-do, South Korea","Numais builds stem thermo sensitive biodegradablesyetem, hydrogel delivery systems, and cell therapeutics.","98,225",,Active,2019-01-01,year,,,,,For Profit,http://www.numais.com,,Early Stage Venture,6200000000,KRW,5506145
NS Biotechnology,https://www.crunchbase.com/organization/ns-biotechnology,"Biopharma, Biotechnology, Life Science","Seoul, Seoul-t'ukpyolsi, South Korea",NS Biotechnology is a platform technology development company that delivers biomolecules using gold nanoparticle-DNA conjugates.,"98,356",,Active,2019-01-01,year,,,,,For Profit,https://nesbiotech.com,,Early Stage Venture,3000000000,KRW,2621443
Doosan Mobility Innovation,https://www.crunchbase.com/organization/doosan-mobility-innovation,"Biotechnology, Fuel","Yongin, Ch'ungch'ong-namdo, South Korea",Doosan Mobility Innovation focuses on the mobile applications of fuel cell technology.,"98,406",$500M to $1B,Active,2016-01-01,year,,,,,For Profit,https://www.doosanmobility.com/en,Doosan Mobility Innovation focuses on the mobile applications of fuel cell technology.,,27000000000,KRW,22227711
Celltrion,https://www.crunchbase.com/organization/celltrion-inc,"Biotechnology, Health Care, Manufacturing","Incheon, Inch'on-jikhalsi, South Korea","Celltrion engaged in the research, development, and manufacture of therapeutic proteins.","100,149",$1B to $10B,Active,2002-02-01,month,2005-07-29,day,,,For Profit,https://www.celltrion.com,"Celltrion Inc is a Korea-based company principally engaged in the research, development, and manufacture of therapeutic proteins. The company mainly manufactures biosimilar products, which are used to treat breast cancer, rheumatoid arthritis disease, Crohn's disease, Hodgkin's lymphoma, colorectal cancer, rheumatoid arthritis, respiratory syncytial virus, colon cancer, and others.",IPO,,USD,
Pioneer Vaccine,https://www.crunchbase.com/organization/pioneer-vaccine,"Biotechnology, Life Science, Medical","Yusong, Taejon-jikhalsi, South Korea",Pioneer Vaccine is a biotechnology company specializing in virus vaccines for deadly viruses.,"102,600",,Active,2021-05-01,month,,,,,For Profit,http://www.pioneervaccine.com,,Seed,1500000000,KRW,1161036
NeuroVIS,https://www.crunchbase.com/organization/neurovis,"Biotechnology, Medical, Neuroscience","Cheonan, Ch'ungch'ong-namdo, South Korea",NeuroVIS is a neuroscience company that offers microdialysis and drug administration services.,"102,769",$10M to $50M,Active,2018-01-01,year,,,,,For Profit,http://www.neurovis.kr,,Seed,2000000000,KRW,1717726
EPD Biotherapeutics,https://www.crunchbase.com/organization/epd-biotherapeutics,"Biotechnology, Medical, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",EPDBio is a platform technology-based biotech company that provides research and product development services.,"104,095",,Active,2021-01-01,year,,,,,For Profit,http://epdbio.com,,,4900000000,KRW,3828082
Bioway,https://www.crunchbase.com/organization/bioway,"Biotechnology, Health Care, Medical","Chuncheon, Kangwon-do, South Korea",Bioway is a drug development and research company.,"104,603",,Active,2015-03-04,day,,,,,For Profit,http://www.bioway.co.kr,,Early Stage Venture,3000000000,KRW,2571774
Genesystem,https://www.crunchbase.com/organization/genesystem,"Biotechnology, Health Care, Health Diagnostics, Medical Device","Daejeon, Taejon-jikhalsi, South Korea",Genesystem is biotech engineering company.,"105,747",,Active,2010-01-01,year,,,,,For Profit,http://www.genesystem.co.kr ,Genesystem is a biotech engineering company specializing in instrumentation of molecular diagnostics devices. It develops and markets state-of-the-art PCR instruments as well as related reagents and microfluidic devices which are designed to enhance the health of human societies and ultimately improve the quality of human life. The company is also open for customized engineering services for the clients in biotechnology industry. Genesystem assures it clients that that companies engineering expertise and know-how would create greater values their client’s application.,,1000000000,KRW,876808
Polus,https://www.crunchbase.com/organization/polus,"Biopharma, Biotechnology, Medical","Incheon, Inch'on-jikhalsi, South Korea",Polus is a biopharmaceutical company specializing in solutions for medical equality.,"106,722",$10M to $50M,Active,2016-01-01,year,,,,,For Profit,http://www.polus-global.com/polus/,"Polus is a biopharmaceutical company specializing in solutions for medical equality. It provides therapeutic protein-based biosimilar products using large scales cell-culture technology to carry out global commercialization. The company's mission to transform the paradigm of the biopharmaceutical industry standards by making high-quality biological drugs at an affordable price for all patients in the world. Polus was founded in 2016 and is headquartered in Incheon, Inch'on-jikhalsi, South Korea.",,5947138,USD,5947138
Moogene Medi,https://www.crunchbase.com/organization/moogene-medi,"Biopharma, Biotechnology, Nanotechnology, Product Research","Hanam, Kyonggi-do, South Korea",Moogene Medi is a biotechnology company that specializes in gene therapy and development of drug delivery systems using nano-bio technology.,"107,759",Less than $1M,Active,2016-06-22,day,,,,,For Profit,http://www.moogene.com,,,300000000,KRW,245339
Woogene B&G,https://www.crunchbase.com/organization/woogene-b-g,"Biotechnology, Manufacturing, Pharmaceutical","Hwasong, Cholla-bukto, South Korea","Woogene B&G is a high-tech industry, specializing in biotechnology and biological industry.","107,837",$10M to $50M,Active,1985-12-17,day,,,,,For Profit,http://www.woogenebng.com,,,1000000000,KRW,882299
Howl Bio,https://www.crunchbase.com/organization/howl-bio,"Biotechnology, Oncology, Pharmaceutical, Product Research, Therapeutics","Dongan, Kyonggi-do, South Korea",Howl Bio is a research and development company providing cell therapy platform for cancer treatment drugs.,"109,365",,Active,2017-01-01,year,,,,,For Profit,http://www.hauulbio.com,,Early Stage Venture,2000000000,KRW,1702716
TODOC,https://www.crunchbase.com/organization/todoc-co-ltd,"Biotechnology, Electronics, Health Care, Manufacturing, Medical","Seoul, Seoul-t'ukpyolsi, South Korea","implantable system, micro-machining electrode manufacturing, cochlear implant, neuromodulation","109,906",,Active,2015-10-30,day,,,,,For Profit,http://www.todoc.co.kr/,"TODOC is the technology leader of neural prosthesis and neuromodulation system in Korea. TODOC is developing cochlear implant system with innovative manufacturing method for implantable neural interface. People who have a hearing loss greater than 90dB are guided to use cochlear implant instead of hearing aids to restore hearing. Our goal is to expand the cochlear implant market globally. Because of the high price, cochlear implants are usually consumed in the developed countries such as North America and Europe. However, majority of the hearing-impaired population currently resides in the developing or underdeveloped countries where people cannot afford the benefit of the cochlear implant. This high price of the cochlear implant is mostly due to the manual method of manufacturing the neural electrodes. To replace the conventional manual fabrication method, TODOC has developed automated micro-machining electrode manufacturing processes at only 1/10 of conventional manufacturing cost of electrode, as well as the cochlear implant system. The automated electrode manufacturing processes can offer higher capacities for a wider range of sounds to the hearing impaired than conventional ones. TODOC aims to become a global leader in the Brain-Machine Interface field based on its superior Neural Interface Technology.",Early Stage Venture,3100000,USD,3100000
MedLAB,https://www.crunchbase.com/organization/medlab-e9e4,"Biotechnology, Manufacturing, Medical Device, Rehabilitation","Busan, Pusan-jikhalsi, South Korea",MedLAB is a biohealth field rehabilitation treatment device manufacturing company.,"110,795",,Active,2019-01-01,year,,,,,For Profit,https://mlavtl.com,,Seed,100000000,KRW,84183
Spident,https://www.crunchbase.com/organization/spident,"Biotechnology, Dental, Health Care, Medical, Medical Device","Incheon, Inch'on-jikhalsi, South Korea",Spident is a biotechnology startup that specializes in the field of medical care and biomedical materials.,"111,902",,Active,1997-01-01,month,,,,,For Profit,http://spident.co.kr/en/00_main/main.php#,"Spident is a biotechnology startup that specializes in the field of medical care and biomedical materials. The startup is developing and commercializing products such as composite, cement, filling materials, impression materials, and high-performance bone structures on its own or in collaboration with Korea's best dental college, dental university hospital, and national research institute. Spident was established in 1997 and is based in South Korea.",,37500000,CNY,5267002
Nemesis,https://www.crunchbase.com/organization/nemesis-1a6d,"Biotechnology, Medical Device, Semiconductor","Seongnam, Kyonggi-do, South Korea",Nemesis provides bio and medical device vendors and service providers with Intelligent biosignal processing solutions.,"115,069",,Active,2017-01-01,year,,,,,For Profit,http://www.nemesis.kr,"Nemesis provides bio and medical device vendors and service providers with Intelligent biosignal processing solutions. Nemesis has technologies like biosensors, bio-signal processing, and wireless communication, which provide compact, low-power, and accurate semiconductor solutions that anyone can use. Nemesis semiconductor-based intelligent bio signal processing solution can be expanded to diagnose biomarkers in areas such as heart rate, electrocardiogram, blood pressure, and virus detection. Nemesis will do everything possible to improve the quality of our partners' products and services as a result of this.",Seed,3500000000,KRW,3102386
Chem On,https://www.crunchbase.com/organization/chem-on,"Biotechnology, Health Care","Gyeongju, Kyongsang-bukto, South Korea",Chem On provides nonclinical testing services,"115,118",,Active,2000-01-01,year,,,,,For Profit,http://www.chemon.co.kr,,,9014400000,KRW,7644818
Pantillogos,https://www.crunchbase.com/organization/pantillogos,"Biotechnology, Manufacturing, Medical, Oncology","Seoul, Seoul-t'ukpyolsi, South Korea","Pantillogos is a biotech developing next-generation immuno-oncology drugs using immunology, rental and transfer of licenses.","119,145",,Active,2020-08-19,day,,,,,For Profit,,,Early Stage Venture,13000000000,KRW,11067503
NBIOS,https://www.crunchbase.com/organization/nbios,"Biotechnology, Health Diagnostics, Medical, Pharmaceutical","Gangneung, Kangwon-do, South Korea",NBIOS is a pharmaceutical company that develops drugs.,"120,468",,Active,2020-04-17,day,,,,,For Profit,http://www.nbiostec.com,,Seed,500000000,KRW,451272
APRILIS,https://www.crunchbase.com/organization/aprilis-f82b,"Biotechnology, Life Science, Medical Device","Seoul, Seoul-t'ukpyolsi, South Korea",APRILIS is engaged in the development of an advanced diagnostic kit for identifying antibiotic resistance in super bacteria.,"123,631",,Active,2013-01-01,year,,,,,For Profit,http://www.aprilis.asia/,"APRILIS is engaged in the development of an advanced diagnostic kit for identifying antibiotic resistance in super bacteria. APRILIS initially operated as a dedicated distributor of the Auto-Chek® blood glucose monitor designed for home use since 2013. Presently, APRILIS is focused on creating effective tools for managing chronic diseases. They are actively developing various components such as diet management, advanced nutrition analysis utilizing Deep Learning, prediction of glycemic hemoglobin, and diabetic complication anticipation. In addition, APRILIS is working on an integrated application system that includes platform services for home medical devices like blood glucose monitors, blood pressure monitors, body fat analyzers, and smart bands.",Seed,500000000,KRW,448512
Omicsis,https://www.crunchbase.com/organization/omicsis,"Biopharma, Biotechnology, Health Care, Life Science, Medical Device","Daejeon, Taejon-jikhalsi, South Korea",Omicsis is an integrative bioscience and biotechnology venture company.,"131,253",,Active,2008-01-01,year,,,,,For Profit,http://www.omicsis.co.kr/,"Omicsis is an integrative bioscience and biotechnology venture company. The team is made up of experienced researchers in the fields of biotechnology, molecular biology, plant pathology and bio-infomatics. The company has competitive global intellectual property registered across the world and operates R&D services on gene engineering, seed biotechnology and bio-information database management.",Seed,500000000,KRW,468325
IMB Dx,https://www.crunchbase.com/organization/imb-dx,"Biotechnology, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea",Liquid biopsy for early cancer detection and safe monitoring,"131,265",,Active,2018-07-05,day,,,,,For Profit,http://www.imbdx.com,"IMB Dx is a precision oncology company that develops minimally-invasive liquid biopsy tests for safe & affordable cancer diagnosis and monitoring. Our liquid biopsy platform AlphaLiquid® is designed for early & advanced cancer patients for the purpose of accurate tumor profiling, therapy selection, recurrence monitoring, and early cancer detection.Our proprietary technology detects and analyzes trace amount of circulating tumor DNA (ctDNA) from a single draw of blood. We are committed to providing useful information for patients and physicians, and to revolutionize the way cancer is diagnosed, monitored, and treated.",Early Stage Venture,28000000,USD,28000000
