Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Trive Property Group,https://www.crunchbase.com/organization/trive-property-group,"Battery, Manufacturing, Renewable Energy","Kulim, Kedah, Malaysia",Trive Property Group is a manufacturer of rechargeable lithium battery-based products.,"834,504",Active,2002-01-01,day,2006-03-28,day,,,For Profit,https://www.trivegroup.com.my,"Trive Property Group is a solar panel manufacturing company. They offer services that include solar power storage solution systems, solar power street lights, and solar power storage solution systems.",IPO,,,
Arom Grips,https://www.crunchbase.com/organization/arom-grips,"Accounting, Finance, Financial Services, Training","Kuala Lumpur, Kuala Lumpur, Malaysia","Arom Grips is a financial company that specializes in investment portfolio management, forensic accounting, and claims management services.","837,227",Active,2003-01-01,year,,,,,For Profit,https://www.aromgrips.com/,,,,,
TM Research & Development,https://www.crunchbase.com/organization/tm-research-development,"Biotechnology, Information Technology, Robotics, Software","Selangor, Selangor, Malaysia","TM Research & Development is the innovation engine for TM, as well as a technology partner for many Malaysian ICT companies.","839,347",Active,2001-01-01,year,,,,,For Profit,http://www.tmrnd.com.my/,,,,,
CnetG Asia,https://www.crunchbase.com/organization/cnetg-asia,"Business Development, Consulting, Human Resources, Project Management","Petaling Jaya, Selangor, Malaysia","CnetG Asia is a consulting firm that focuses on project management, business development, and human resource management services.","839,533",Active,2001-01-01,year,,,,,For Profit,https://www.cnetg.com,,,,,
Advent Packaging,https://www.crunchbase.com/organization/advent-packaging,"Industrial Manufacturing, Manufacturing, Plastics and Rubber Manufacturing","Klang, Selangor, Malaysia","Advent Packaging is a plastics manufacturing company that provides plastic bags, plastic sheets, and industrial packaging services.","839,954",Active,2000-01-01,year,,,,,For Profit,https://www.adventpac.com,,,,,
mybiz,https://www.crunchbase.com/organization/mybiz-992f,"Business Intelligence, Consulting","Kuala Lumpur, Kuala Lumpur, Malaysia","MyBiz assists mid to wide firms in saving costs in order to maximize profits, understands the business is a partnership, not a trade.","845,038",Active,2002-01-01,year,2022-06-01,day,,,For Profit,https://www.mybiz.net,,M&A,,,
Microcorp,https://www.crunchbase.com/organization/microcorp-614b,"Consulting, Mobile Apps, Training","Serdang, Selangor, Malaysia","Microcorp provides BIM-FM solutions and services, data population services, mobile applications, training, and consultancy services.","847,668",Active,2000-01-01,year,,,,,For Profit,https://www.microcorp.com.my,,,,,
Business Media International,https://www.crunchbase.com/organization/business-media-international,"B2B, News, Publishing","Petaling Jaya, Selangor, Malaysia",Business Media International is a B2B publishing company providing regional business intelligence to business owners and senior executives.,"852,825",Active,2002-01-01,year,,,,,For Profit,https://businessmedia.asia ,,,,,
Numa Solution,https://www.crunchbase.com/organization/numa-solution,"Analytics, Information Technology, Software","Kuala Lumpur, Kuala Lumpur, Malaysia",Numa Solution provides financial analytics solutions using the IBM Planning Analytics and IBM SPSS software. ,"856,586",Active,2003-12-01,day,,,,,For Profit,http://www.numasolution.com,"Numa Solution provides readily available analytics solutions and bespoke analytics solutions to customers in financial services, oil and gas, manufacturing, and a wide variety of industries.",,,,
Manforce Group,https://www.crunchbase.com/organization/manforce-group,"Human Resources, Outsourcing, Professional Services","Petaling Jaya, Selangor, Malaysia",Manforce is a provider of worker management services that include human resources and outsourcing services.,"865,711",Active,2004-01-01,year,2018-12-11,day,,,For Profit,http://www.manforce.net,"Manforce offers labor outsourcing services. They provide a workforce assurance solution, cleaning maintenance, and development uplift programs. They also offer foreign and local workers management, training programs, cleaning, and maintenance.",IPO,,,
Asia Green Group,https://www.crunchbase.com/organization/asia-green-group,"Information Technology, Real Estate","Penang, Pulau Pinang, Malaysia",Asia Green GROUP is a diversified business entity consisting of multiple subsidiary companies based in the field of land.,"869,661",Active,2002-01-01,year,,,,,For Profit,http://www.asiagreengroup.com/,,,,,
Velesto Energy,https://www.crunchbase.com/organization/velesto-energy,"Energy, Industrial, Industrial Engineering, Oil and Gas","Kuala Lumpur, Kuala Lumpur, Malaysia",Velesto Energy is a drilling services business.,"879,704",Active,2002-01-01,day,2013-11-01,day,,,For Profit,https://velesto.com,"Velesto Energy provides drilling services for exploration, development, and production wells with a fleet of offshore drilling rigs. They offer drilling services, integrated services, and operations for the oil and gas industry.",IPO,,,
Millennium Radius,https://www.crunchbase.com/organization/millennium-radius,"Information Technology, Network Security, Software","Kuala Lumpur, Kuala Lumpur, Malaysia","Millennium Radius is an information technology that provides software development, application development, and networking services.","880,135",Active,2000-01-01,year,,,,,For Profit,https://www.milradius.com.my,,,,,
CNT Solution,https://www.crunchbase.com/organization/cnt-solution,"Information Technology, Software","Kuala Lumpur, Kuala Lumpur, Malaysia",CNT Solution is an information technology and software company.,"891,572",Active,2002-01-01,day,,,,,For Profit,https://www.cntsb.com/,,,,,
Neuramatix,https://www.crunchbase.com/organization/neuramatix,"Analytics, Artificial Intelligence (AI), Big Data, Information Technology","Petaling, Kuala Lumpur, Malaysia","Researching, developing, and commercialising a proprietary neural engine called NeuraBASE™","892,927",Active,2002-01-01,year,,,,,For Profit,http://www.neuramatix.com,"Since 2002, Neuramatix has been researching, developing and commercialising neuronal technologies powered by a proprietary neural engine called NeuraBASE™. This approach provides the ability for machines to learn pattern from data and to express information in much the same way as the human brain learns, stores, retrieves, and expresses information. NeuraBASE™ can be used to rapidly build neuronal network systems with up to 4 billion neurons, which can subsequently be analysed at high speeds. This makes the mining or processing of very large volumes of data extremely fast and accurate. It presents unique opportunities for the use of NeuraBASE™ in the development of new technologies in numerous domains such as high-throughput language translation, bioinformatics, robotic movement, robotic speech, and semantic analysis, among others.",,,,
Datum ClearMind,https://www.crunchbase.com/organization/datum-clearmind,"Information Technology, Marketing, Network Hardware","Kuala Lumpur, Kuala Lumpur, Malaysia","Datum ClearMind is an online marketing company that provides website development, server management, and outsourcing services.","897,995",Active,2001-01-01,year,,,,,For Profit,https://www.datumcorp.com,,,,,
FOREFRONT International,https://www.crunchbase.com/organization/forefront-international,"Advertising, Marketing","Petaling Jaya, Selangor, Malaysia","FOREFRONT International is a full-fledged, Malaysian-born, creative and marketing agency.","920,628",Active,2004-01-01,day,,,,,For Profit,https://forefront.international,,,,,
Starza Corporation Sdn Bhd,https://www.crunchbase.com/organization/starza-corporation-sdn-bhd,"Hardware, Information and Communications Technology (ICT), Manufacturing, Rental, Wholesale","Ampang, Kuala Lumpur, Malaysia","Starza Corporation Sdn Bhd produces, supplies, and rents computers, laptops, printers, plasmas, and training room equipment.","923,293",Active,2001-09-01,month,,,,,For Profit,https://www.starzacorp.com.my,,,,,
Metrix Research,https://www.crunchbase.com/organization/metrix-research,"Business Development, Market Research, Professional Services","Kuala Lumpur, Kuala Lumpur, Malaysia","Metrix Research is a research firm that offers marketing, industrial, and political research-based services to expand business prospects.","926,977",Active,2004-01-01,year,,,,,For Profit,https://metrix.com.my,,,,,
Niche Capital Emas,https://www.crunchbase.com/organization/niche-capital-emas,"Consumer Goods, Jewelry, Manufacturing","Penang, Pulau Pinang, Malaysia","Niche Capital Emas is a manufacturer of jadeite stones, gold jewelry, and ornaments.","931,556",Active,2000-09-26,day,2002-06-01,day,,,For Profit,http://www.nichecapital.com.my/,"Niche Capital Emas is a manufacturer, distributor, and retailer of jadeite stones, gold jewelry, and ornaments. It is an investment holding firm. They are involved in the design, manufacturing, trading, and retailing of a range of fine jewellery products. Its business lines include trading, construction and services, mining, and others.",IPO,,,
Pocket Pixel,https://www.crunchbase.com/organization/pocket-pixel,"Digital Marketing, Digital Media, Information Services, Marketing, Web Design, Web Development","Kuala Lumpur, Kuala Lumpur, Malaysia","Pocket Pixel is a digital agency that offers web design, consultation, printing, branding designs, and other media-based services.","936,486",Active,2002-01-01,year,,,,,For Profit,https://pocketpixel.com/,,,,,
